2024-04-03 09:45:04.6481 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIIGER6VH" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-04-03 10:49:07.7976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JJL32HFKL" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM.
2024-04-03 10:49:13.3967 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JJL32HFKL" received HEADERS frame for stream ID 3 with length 76 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-03 10:49:13.3967 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method Logging.Controllers.CLStationaryController.DeleteItem (Logging) with arguments (2)
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Before executing action result Microsoft.AspNetCore.Mvc.OkObjectResult.
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JJL32HFKL" sending HEADERS frame for stream ID 3 with length 39 and flags END_HEADERS.
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JJL32HFKL" sending DATA frame for stream ID 3 with length 53 and flags NONE.
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | After executing action result Microsoft.AspNetCore.Mvc.OkObjectResult.
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JJL32HFKL" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM.
2024-04-03 10:49:13.4219 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JJL32HFKL" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-03 11:49:49.9388 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-04-03 11:49:49.9565 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-03 11:49:49.9565 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" received SETTINGS frame for stream ID 0 with length 24 and flags NONE.
2024-04-03 11:49:49.9565 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-03 11:49:49.9565 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-03 11:49:49.9565 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" received HEADERS frame for stream ID 1 with length 454 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-03 11:49:50.0283 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" received SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-03 11:49:50.0621 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-03 11:49:50.5021 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending HEADERS frame for stream ID 1 with length 66 and flags END_HEADERS.
2024-04-03 11:49:50.8660 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-03 11:49:50.8660 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-03 11:49:50.8660 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-03 11:49:50.8660 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-03 11:49:50.8660 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 1 with length 989 and flags NONE.
2024-04-03 11:49:50.8660 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 1 with length 65 and flags NONE.
2024-04-03 11:49:50.8660 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 1 with length 16 and flags NONE.
2024-04-03 11:49:50.8815 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM.
2024-04-03 11:49:51.4848 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" received HEADERS frame for stream ID 3 with length 109 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-03 11:49:51.4848 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" received HEADERS frame for stream ID 5 with length 57 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-03 11:49:51.4981 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-03 11:49:51.4981 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-03 11:49:51.4981 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending HEADERS frame for stream ID 3 with length 90 and flags END_HEADERS.
2024-04-03 11:49:51.5106 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 3 with length 11984 and flags NONE.
2024-04-03 11:49:51.5106 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM.
2024-04-03 11:49:51.6477 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending HEADERS frame for stream ID 5 with length 119 and flags END_HEADERS.
2024-04-03 11:49:51.6477 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 9986 and flags NONE.
2024-04-03 11:49:51.6477 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6477 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6477 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6477 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6477 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6477 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6477 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6477 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6477 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6477 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6477 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6477 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6477 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6477 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6477 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 9517 and flags NONE.
2024-04-03 11:49:51.6493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM.
2024-04-03 11:49:51.7404 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" received HEADERS frame for stream ID 7 with length 66 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-03 11:49:51.7404 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-03 11:49:51.9019 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending HEADERS frame for stream ID 7 with length 35 and flags END_HEADERS.
2024-04-03 11:49:51.9019 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 7 with length 3062 and flags NONE.
2024-04-03 11:49:51.9019 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKO7N4A21" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM.
2024-04-03 11:58:48.9692 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKT8HUGPK" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-04-03 11:58:48.9734 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKT8HUGPK" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-03 11:58:48.9734 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKT8HUGPK" received SETTINGS frame for stream ID 0 with length 24 and flags NONE.
2024-04-03 11:58:48.9734 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKT8HUGPK" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-03 11:58:48.9734 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKT8HUGPK" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-03 11:58:48.9734 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKT8HUGPK" received HEADERS frame for stream ID 1 with length 454 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-03 11:58:49.0119 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKT8HUGPK" received SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-03 11:58:49.0600 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-03 11:58:49.5752 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKT8HUGPK" sending HEADERS frame for stream ID 1 with length 66 and flags END_HEADERS.
2024-04-03 11:58:50.0065 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKT8HUGPK" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-03 11:58:50.0065 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKT8HUGPK" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-03 11:58:50.0065 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKT8HUGPK" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-03 11:58:50.0065 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKT8HUGPK" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-03 11:58:50.0065 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKT8HUGPK" sending DATA frame for stream ID 1 with length 989 and flags NONE.
2024-04-03 11:58:50.0065 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JKT8HUGPK" sending DATA frame for stream ID 1 with length 65 and flags NONE.
