2024-04-29 11:02:27.8854 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN381MVUDA4S" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-04-29 13:27:57.0027 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Always Run Result Filter: After executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-29 13:27:57.0027 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Before executing action result Microsoft.AspNetCore.Mvc.ObjectResult.
2024-04-29 13:27:57.0383 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | After executing action result Microsoft.AspNetCore.Mvc.ObjectResult.
2024-04-29 13:27:57.0383 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Always Run Result Filter: Before executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-29 13:27:57.0383 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Always Run Result Filter: After executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-29 13:28:36.0059 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-29 13:28:36.0059 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Authorization Filter: Before executing OnAuthorization on filter BillingAPI.Filters.AuthenticationFilter.
2024-04-29 13:28:36.0059 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Authorization Filter: After executing OnAuthorization on filter BillingAPI.Filters.AuthenticationFilter.
2024-04-29 13:28:36.0059 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Authorization Filter: Before executing OnAuthorization on filter BillingAPI.Filters.AuthorizationFilter.
2024-04-29 13:28:36.0059 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Authorization Filter: After executing OnAuthorization on filter BillingAPI.Filters.AuthorizationFilter.
2024-04-29 13:28:36.0059 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-29 13:28:36.0059 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-29 13:28:36.0059 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-29 13:28:36.0059 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-29 13:28:36.0059 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method BillingAPI.Controllers.CLBIL01Controller.GetBill (BillingAPI) with arguments (1)
2024-04-29 13:28:51.1247 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-29 13:28:51.1247 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-29 13:28:51.1247 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-29 13:28:51.1247 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-29 13:28:51.1247 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-29 13:28:51.1247 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-29 13:28:51.1247 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Before executing action result Microsoft.AspNetCore.Mvc.OkObjectResult.
2024-04-29 13:28:51.1247 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | After executing action result Microsoft.AspNetCore.Mvc.OkObjectResult.
2024-04-29 13:28:51.1247 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-29 13:28:51.1247 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-29 13:30:50.0278 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-29 13:30:50.0278 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Authorization Filter: Before executing OnAuthorization on filter BillingAPI.Filters.AuthenticationFilter.
2024-04-29 13:30:50.0408 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Authorization Filter: After executing OnAuthorization on filter BillingAPI.Filters.AuthenticationFilter.
2024-04-29 13:30:50.0408 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Authorization Filter: Before executing OnAuthorization on filter BillingAPI.Filters.AuthorizationFilter.
2024-04-29 13:30:50.0408 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Authorization Filter: After executing OnAuthorization on filter BillingAPI.Filters.AuthorizationFilter.
2024-04-29 13:30:50.0408 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-29 13:30:50.0408 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-29 13:30:50.0408 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-29 13:30:50.0408 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-29 13:30:50.0408 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method BillingAPI.Controllers.CLBIL01Controller.GetBill (BillingAPI) with arguments (1)
2024-04-29 13:30:51.4242 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-29 13:30:51.4242 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-29 13:30:51.4242 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-29 13:30:51.4242 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-29 13:30:51.4242 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-29 13:30:51.4242 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-29 13:30:51.4242 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Before executing action result Microsoft.AspNetCore.Mvc.OkObjectResult.
2024-04-29 13:30:51.4242 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | After executing action result Microsoft.AspNetCore.Mvc.OkObjectResult.
2024-04-29 13:30:51.4242 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-29 13:30:51.4242 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-29 14:40:54.8791 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-04-29 14:40:54.8791 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-29 14:40:54.8791 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" received SETTINGS frame for stream ID 0 with length 24 and flags NONE.
2024-04-29 14:40:54.8791 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-29 14:40:54.8791 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-29 14:40:54.8791 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" received HEADERS frame for stream ID 1 with length 454 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-29 14:40:55.0355 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" received SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-29 14:40:55.1696 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-29 14:40:56.1443 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending HEADERS frame for stream ID 1 with length 66 and flags END_HEADERS.
2024-04-29 14:40:56.9527 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-29 14:40:56.9527 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-29 14:40:56.9527 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-29 14:40:56.9527 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-29 14:40:56.9527 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 1 with length 992 and flags NONE.
2024-04-29 14:40:56.9527 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 1 with length 65 and flags NONE.
2024-04-29 14:40:56.9527 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 1 with length 16 and flags NONE.
2024-04-29 14:40:56.9701 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM.
2024-04-29 14:40:57.6035 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" received HEADERS frame for stream ID 3 with length 109 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-29 14:40:57.6099 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" received HEADERS frame for stream ID 5 with length 57 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-29 14:40:57.6099 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-29 14:40:57.6099 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-29 14:40:57.6223 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending HEADERS frame for stream ID 3 with length 90 and flags END_HEADERS.
2024-04-29 14:40:57.6223 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 3 with length 11990 and flags NONE.
2024-04-29 14:40:57.6223 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM.
2024-04-29 14:40:58.0797 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending HEADERS frame for stream ID 5 with length 149 and flags END_HEADERS.
2024-04-29 14:40:58.0797 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 9986 and flags NONE.
2024-04-29 14:40:58.0797 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.0797 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.0797 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.0797 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.0797 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.0797 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.2486 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.2486 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.2486 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.2486 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.2486 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.2486 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.2486 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.3818 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.3818 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.3818 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.3818 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.3818 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.3818 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.3818 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4497 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4497 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4497 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4497 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4497 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4497 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4497 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4497 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4664 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4664 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4664 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4885 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4966 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 14:40:58.4966 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN385H2B2MP8" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
