2024-06-07 10:32:25.4403 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46LS28Q1EO" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-06-07 11:12:56.1833 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.1833 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.1833 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2136 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2136 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2136 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2136 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2136 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2502 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2502 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2502 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2502 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2502 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2502 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2502 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2502 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2502 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2502 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:12:56.2502 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 9517 and flags NONE.
2024-06-07 11:12:56.2502 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM.
2024-06-07 11:12:56.3437 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" received HEADERS frame for stream ID 7 with length 74 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-06-07 11:12:56.3437 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-06-07 11:12:56.9874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending HEADERS frame for stream ID 7 with length 65 and flags END_HEADERS.
2024-06-07 11:12:56.9874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 7 with length 15554 and flags NONE.
2024-06-07 11:12:56.9874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P4" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM.
2024-06-07 11:13:11.4638 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-06-07 11:13:11.4638 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-06-07 11:13:11.4638 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" received SETTINGS frame for stream ID 0 with length 24 and flags NONE.
2024-06-07 11:13:11.4638 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-06-07 11:13:11.4638 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-06-07 11:13:11.4638 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" received HEADERS frame for stream ID 1 with length 419 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-06-07 11:13:11.4638 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" received SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-06-07 11:13:11.4638 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-06-07 11:13:11.6195 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-06-07 11:13:11.6195 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-06-07 11:13:11.6195 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-06-07 11:13:11.6195 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-06-07 11:13:11.6195 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method BillingAPI.Controllers.CLLogin.GenerateToken (BillingAPI) with arguments (krinsi, 123)
2024-06-07 11:13:13.2265 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-06-07 11:13:13.2265 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-06-07 11:13:13.2265 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-06-07 11:13:13.2265 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-06-07 11:13:13.2265 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-06-07 11:13:13.2265 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-06-07 11:13:13.2265 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Before executing action result Microsoft.AspNetCore.Mvc.OkObjectResult.
2024-06-07 11:13:13.2297 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" sending HEADERS frame for stream ID 1 with length 68 and flags END_HEADERS.
2024-06-07 11:13:13.2297 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" sending DATA frame for stream ID 1 with length 209 and flags NONE.
2024-06-07 11:13:13.2297 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | After executing action result Microsoft.AspNetCore.Mvc.OkObjectResult.
2024-06-07 11:13:13.2297 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-06-07 11:13:13.2297 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-06-07 11:13:13.2297 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM.
2024-06-07 11:13:30.2879 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" received HEADERS frame for stream ID 3 with length 244 and flags END_HEADERS, PRIORITY.
2024-06-07 11:13:30.2879 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" received PING frame for stream ID 0 with length 8 and flags NONE.
2024-06-07 11:13:30.2879 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" sending PING frame for stream ID 0 with length 8 and flags ACK.
2024-06-07 11:13:30.2879 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-06-07 11:13:30.2879 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" received DATA frame for stream ID 3 with length 54 and flags END_STREAM.
2024-06-07 11:13:30.2922 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Authorization Filter: Before executing OnAuthorization on filter BillingAPI.Filters.AuthenticationFilter.
2024-06-07 11:13:42.4113 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Authorization Filter: After executing OnAuthorization on filter BillingAPI.Filters.AuthenticationFilter.
2024-06-07 11:13:42.4113 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Always Run Result Filter: Before executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-06-07 11:13:42.4113 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Always Run Result Filter: After executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-06-07 11:13:42.4113 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Before executing action result Microsoft.AspNetCore.Mvc.ContentResult.
2024-06-07 11:13:42.4113 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" sending HEADERS frame for stream ID 3 with length 50 and flags END_HEADERS.
2024-06-07 11:13:42.4113 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" sending DATA frame for stream ID 3 with length 61 and flags NONE.
2024-06-07 11:13:42.4178 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | After executing action result Microsoft.AspNetCore.Mvc.ContentResult.
2024-06-07 11:13:42.4178 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Always Run Result Filter: Before executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-06-07 11:13:42.4178 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Always Run Result Filter: After executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-06-07 11:13:42.4178 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-06-07 11:13:45.7591 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" received WINDOW_UPDATE frame for stream ID 3 with length 4 and flags 0x0.
2024-06-07 11:13:46.3992 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MIMCK0P5" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM.
2024-06-07 11:14:17.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-06-07 11:14:17.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-06-07 11:14:17.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" received SETTINGS frame for stream ID 0 with length 24 and flags NONE.
2024-06-07 11:14:17.7309 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-06-07 11:14:17.7309 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-06-07 11:14:17.7309 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" received HEADERS frame for stream ID 1 with length 469 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-06-07 11:14:17.7681 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" received SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-06-07 11:14:17.8026 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-06-07 11:14:18.2002 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending HEADERS frame for stream ID 1 with length 66 and flags END_HEADERS.
2024-06-07 11:14:18.4349 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-06-07 11:14:18.4349 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-06-07 11:14:18.4349 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-06-07 11:14:18.4349 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-06-07 11:14:18.4349 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 1 with length 992 and flags NONE.
2024-06-07 11:14:18.4349 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 1 with length 65 and flags NONE.
2024-06-07 11:14:18.4349 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 1 with length 16 and flags NONE.
2024-06-07 11:14:18.4531 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM.
2024-06-07 11:14:19.1387 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" received HEADERS frame for stream ID 3 with length 115 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-06-07 11:14:19.1387 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" received HEADERS frame for stream ID 5 with length 57 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-06-07 11:14:19.1387 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-06-07 11:14:19.1387 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-06-07 11:14:19.1630 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending HEADERS frame for stream ID 3 with length 90 and flags END_HEADERS.
2024-06-07 11:14:19.1630 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 3 with length 11990 and flags NONE.
2024-06-07 11:14:19.1684 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM.
2024-06-07 11:14:19.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending HEADERS frame for stream ID 5 with length 119 and flags END_HEADERS.
2024-06-07 11:14:19.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 5 with length 9986 and flags NONE.
2024-06-07 11:14:19.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:14:19.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:14:19.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:14:19.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:14:19.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:14:19.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:14:19.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:14:19.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:14:19.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:14:19.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:14:19.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:14:19.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:14:19.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 11:14:19.1860 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46MJF7U46U" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
